Attendance_ID,Employee_ID,Month,Working_Days,Present_Days,Leave_Days,Absent_Days,Overtime_Hours
ATT010168,EMP0848,2025-04-01 00:00:00,22,19,0,3,7.1
ATT010169,EMP0848,2025-05-01 00:00:00,21,20,0,1,5.2
ATT010170,EMP0848,2025-06-01 00:00:00,21,19,0,2,7
ATT010171,EMP0848,2025-07-01 00:00:00,21,21,0,0,0.5
ATT010172,EMP0848,2025-08-01 00:00:00,22,22,0,0,12.9
ATT010173,EMP0848,2025-09-01 00:00:00,22,19,2,1,4.9
ATT010174,EMP0848,2025-10-01 00:00:00,21,19,1,1,9.5
ATT010175,EMP0848,2025-11-01 00:00:00,20,19,1,0,6.2
ATT010176,EMP0848,2025-12-01 00:00:00,22,19,1,2,0
ATT010177,EMP0849,2025-01-01 00:00:00,22,16,1,5,10.6
ATT010178,EMP0849,2025-02-01 00:00:00,23,20,0,3,9.9
ATT010179,EMP0849,2025-03-01 00:00:00,22,19,2,1,8.8
ATT010180,EMP0849,2025-04-01 00:00:00,22,19,1,2,2.1
ATT010181,EMP0849,2025-05-01 00:00:00,21,17,3,1,8
ATT010182,EMP0849,2025-06-01 00:00:00,22,19,1,2,17.2
ATT010183,EMP0849,2025-07-01 00:00:00,21,18,0,3,3.8
ATT010184,EMP0849,2025-08-01 00:00:00,22,19,1,2,12.7
ATT010185,EMP0849,2025-09-01 00:00:00,21,19,1,1,7.7
ATT010186,EMP0849,2025-10-01 00:00:00,21,21,0,0,3.3
ATT010187,EMP0849,2025-11-01 00:00:00,21,16,1,4,18.1
ATT010188,EMP0849,2025-12-01 00:00:00,22,20,0,2,3.4
ATT010189,EMP0850,2025-01-01 00:00:00,22,20,1,1,0.9
ATT010190,EMP0850,2025-02-01 00:00:00,21,20,0,1,5.6
ATT010191,EMP0850,2025-03-01 00:00:00,20,17,2,1,10.9
ATT010192,EMP0850,2025-04-01 00:00:00,22,22,0,0,7.5
ATT010193,EMP0850,2025-05-01 00:00:00,23,20,0,3,2.7
ATT010194,EMP0850,2025-06-01 00:00:00,22,18,2,2,6.8
ATT010195,EMP0850,2025-07-01 00:00:00,21,16,2,3,0.5
ATT010196,EMP0850,2025-08-01 00:00:00,22,20,0,2,4.2
ATT010197,EMP0850,2025-09-01 00:00:00,23,20,0,3,0
ATT010198,EMP0850,2025-10-01 00:00:00,22,22,0,0,11.2
ATT010199,EMP0850,2025-11-01 00:00:00,22,17,2,3,6.8
ATT010200,EMP0850,2025-12-01 00:00:00,23,21,1,1,0
ATT010201,EMP0851,2025-01-01 00:00:00,21,18,1,2,0
ATT010202,EMP0851,2025-02-01 00:00:00,20,18,0,2,11.4
ATT010203,EMP0851,2025-03-01 00:00:00,22,16,2,4,21
ATT010204,EMP0851,2025-04-01 00:00:00,20,16,2,2,1.5
ATT010205,EMP0851,2025-05-01 00:00:00,22,21,0,1,3.7
ATT010206,EMP0851,2025-06-01 00:00:00,21,21,0,0,15.2
ATT010207,EMP0851,2025-07-01 00:00:00,21,14,3,4,6
ATT010208,EMP0851,2025-08-01 00:00:00,21,19,1,1,10.7
ATT010209,EMP0851,2025-09-01 00:00:00,22,18,2,2,0.8
ATT010210,EMP0851,2025-10-01 00:00:00,23,20,3,0,2.3
ATT010211,EMP0851,2025-11-01 00:00:00,22,20,1,1,16.6
ATT010212,EMP0851,2025-12-01 00:00:00,23,21,1,1,9.7
ATT010213,EMP0852,2025-01-01 00:00:00,22,16,2,4,22.8
ATT010214,EMP0852,2025-02-01 00:00:00,22,17,0,5,14
ATT010215,EMP0852,2025-03-01 00:00:00,22,19,1,2,7.5
ATT010216,EMP0852,2025-04-01 00:00:00,23,22,0,1,0
ATT010217,EMP0852,2025-05-01 00:00:00,23,21,1,1,1.9
ATT010218,EMP0852,2025-06-01 00:00:00,22,21,0,1,15
ATT010219,EMP0852,2025-07-01 00:00:00,22,19,1,2,2
ATT010220,EMP0852,2025-08-01 00:00:00,21,17,0,4,6.9
ATT010221,EMP0852,2025-09-01 00:00:00,21,18,0,3,3.7
ATT010222,EMP0852,2025-10-01 00:00:00,22,19,2,1,0.7
ATT010223,EMP0852,2025-11-01 00:00:00,22,21,0,1,9
ATT010224,EMP0852,2025-12-01 00:00:00,22,22,0,0,5.8
ATT010225,EMP0853,2025-01-01 00:00:00,22,21,0,1,12.7
ATT010226,EMP0853,2025-02-01 00:00:00,21,18,0,3,6.3
ATT010227,EMP0853,2025-03-01 00:00:00,22,20,1,1,2.9
ATT010228,EMP0853,2025-04-01 00:00:00,21,18,1,2,0
ATT010229,EMP0853,2025-05-01 00:00:00,22,21,0,1,5.2
ATT010230,EMP0853,2025-06-01 00:00:00,21,17,3,1,13.9
ATT010231,EMP0853,2025-07-01 00:00:00,22,20,1,1,0.2
ATT010232,EMP0853,2025-08-01 00:00:00,23,23,0,0,15.6
ATT010233,EMP0853,2025-09-01 00:00:00,23,20,1,2,4.9
ATT010234,EMP0853,2025-10-01 00:00:00,21,15,1,5,9.9
ATT010235,EMP0853,2025-11-01 00:00:00,21,21,0,0,7.5
ATT010236,EMP0853,2025-12-01 00:00:00,21,18,2,1,10.5
ATT010237,EMP0854,2025-01-01 00:00:00,22,21,0,1,0
ATT010238,EMP0854,2025-02-01 00:00:00,22,19,1,2,8
ATT010239,EMP0854,2025-03-01 00:00:00,22,19,2,1,12
ATT010240,EMP0854,2025-04-01 00:00:00,22,20,1,1,8.8
ATT010241,EMP0854,2025-05-01 00:00:00,22,20,2,0,9.8
ATT010242,EMP0854,2025-06-01 00:00:00,22,20,1,1,11.1
ATT010243,EMP0854,2025-07-01 00:00:00,23,20,0,3,1.7
ATT010244,EMP0854,2025-08-01 00:00:00,22,22,0,0,0.7
ATT010245,EMP0854,2025-09-01 00:00:00,22,20,1,1,5.9
ATT010246,EMP0854,2025-10-01 00:00:00,21,20,1,0,5.7
ATT010247,EMP0854,2025-11-01 00:00:00,21,20,0,1,4.7
ATT010248,EMP0854,2025-12-01 00:00:00,22,15,2,5,8.7
ATT010249,EMP0855,2025-01-01 00:00:00,22,21,1,0,10.8
ATT010250,EMP0855,2025-02-01 00:00:00,21,16,0,5,10.2
ATT010251,EMP0855,2025-03-01 00:00:00,21,18,0,3,1.5
ATT010252,EMP0855,2025-04-01 00:00:00,22,20,2,0,12.6
ATT010253,EMP0855,2025-05-01 00:00:00,22,17,0,5,4.2
ATT010254,EMP0855,2025-06-01 00:00:00,22,22,0,0,13.5
ATT010255,EMP0855,2025-07-01 00:00:00,22,22,0,0,7.1
ATT010256,EMP0855,2025-08-01 00:00:00,21,19,2,0,0
ATT010257,EMP0855,2025-09-01 00:00:00,21,18,2,1,8.8
ATT010258,EMP0855,2025-10-01 00:00:00,21,21,0,0,4.2
ATT010259,EMP0855,2025-11-01 00:00:00,22,21,1,0,5.7
ATT010260,EMP0855,2025-12-01 00:00:00,22,22,0,0,2.9
ATT010261,EMP0856,2025-01-01 00:00:00,21,18,2,1,12.2
ATT010262,EMP0856,2025-02-01 00:00:00,21,19,1,1,0
ATT010263,EMP0856,2025-03-01 00:00:00,22,18,1,3,0
ATT010264,EMP0856,2025-04-01 00:00:00,21,21,0,0,14.5
ATT010265,EMP0856,2025-05-01 00:00:00,22,19,0,3,10
ATT010266,EMP0856,2025-06-01 00:00:00,23,19,1,3,11.2
ATT010267,EMP0856,2025-07-01 00:00:00,22,20,2,0,1.4
ATT010268,EMP0856,2025-08-01 00:00:00,22,20,2,0,6.2
ATT010269,EMP0856,2025-09-01 00:00:00,22,20,1,1,12.5
ATT010270,EMP0856,2025-10-01 00:00:00,23,18,3,2,17.4
ATT010271,EMP0856,2025-11-01 00:00:00,23,21,2,0,8.5
ATT010272,EMP0856,2025-12-01 00:00:00,21,19,2,0,11.7
ATT010273,EMP0857,2025-01-01 00:00:00,22,21,0,1,13.5
ATT010274,EMP0857,2025-02-01 00:00:00,23,22,0,1,5.4
ATT010275,EMP0857,2025-03-01 00:00:00,21,17,2,2,10.5
ATT010276,EMP0857,2025-04-01 00:00:00,21,19,2,0,5.5
ATT010277,EMP0857,2025-05-01 00:00:00,20,17,1,2,8.1
ATT010278,EMP0857,2025-06-01 00:00:00,21,13,3,5,14.7
ATT010279,EMP0857,2025-07-01 00:00:00,23,21,1,1,0
ATT010280,EMP0857,2025-08-01 00:00:00,20,17,0,3,1
ATT010281,EMP0857,2025-09-01 00:00:00,22,21,0,1,17
ATT010282,EMP0857,2025-10-01 00:00:00,21,15,2,4,7.1
ATT010283,EMP0857,2025-11-01 00:00:00,23,20,2,1,13.9
ATT010284,EMP0857,2025-12-01 00:00:00,21,19,0,2,8.2
ATT010285,EMP0858,2025-01-01 00:00:00,22,19,1,2,1.7
ATT010286,EMP0858,2025-02-01 00:00:00,21,20,1,0,7.5
ATT010287,EMP0858,2025-03-01 00:00:00,20,16,0,4,2.3
ATT010288,EMP0858,2025-04-01 00:00:00,22,19,1,2,8
ATT010289,EMP0858,2025-05-01 00:00:00,20,17,2,1,0
ATT010290,EMP0858,2025-06-01 00:00:00,23,23,0,0,19.2
ATT010291,EMP0858,2025-07-01 00:00:00,21,16,2,3,5.7
ATT010292,EMP0858,2025-08-01 00:00:00,23,20,0,3,0
ATT010293,EMP0858,2025-09-01 00:00:00,21,17,1,3,7.9
ATT010294,EMP0858,2025-10-01 00:00:00,22,21,0,1,7.8
ATT010295,EMP0858,2025-11-01 00:00:00,23,23,0,0,11.7
ATT010296,EMP0858,2025-12-01 00:00:00,21,20,1,0,16.9
ATT010297,EMP0859,2025-01-01 00:00:00,21,15,3,3,2.4
ATT010298,EMP0859,2025-02-01 00:00:00,22,20,0,2,13
ATT010299,EMP0859,2025-03-01 00:00:00,21,16,0,5,7.1
ATT010300,EMP0859,2025-04-01 00:00:00,21,16,2,3,13.3
ATT010301,EMP0859,2025-05-01 00:00:00,21,17,1,3,10.3
ATT010302,EMP0859,2025-06-01 00:00:00,23,20,0,3,11.2
ATT010303,EMP0859,2025-07-01 00:00:00,22,20,2,0,5.9
ATT010304,EMP0859,2025-08-01 00:00:00,21,16,0,5,16.6
ATT010305,EMP0859,2025-09-01 00:00:00,20,19,0,1,10.8
ATT010306,EMP0859,2025-10-01 00:00:00,22,19,0,3,24
ATT010307,EMP0859,2025-11-01 00:00:00,22,19,1,2,6.7
ATT010308,EMP0859,2025-12-01 00:00:00,21,19,0,2,0
ATT010309,EMP0860,2025-01-01 00:00:00,23,17,3,3,8.9
ATT010310,EMP0860,2025-02-01 00:00:00,23,22,0,1,17.1
ATT010311,EMP0860,2025-03-01 00:00:00,22,22,0,0,2.9
ATT010312,EMP0860,2025-04-01 00:00:00,22,22,0,0,20.7
ATT010313,EMP0860,2025-05-01 00:00:00,22,20,1,1,8.3
ATT010314,EMP0860,2025-06-01 00:00:00,21,20,0,1,19.6
ATT010315,EMP0860,2025-07-01 00:00:00,21,18,2,1,3.1
ATT010316,EMP0860,2025-08-01 00:00:00,21,19,0,2,14.8
ATT010317,EMP0860,2025-09-01 00:00:00,22,19,0,3,11
ATT010318,EMP0860,2025-10-01 00:00:00,21,19,1,1,0.5
ATT010319,EMP0860,2025-11-01 00:00:00,22,19,0,3,7.4
ATT010320,EMP0860,2025-12-01 00:00:00,22,19,0,3,0.8
ATT010321,EMP0861,2025-01-01 00:00:00,22,20,2,0,0
ATT010322,EMP0861,2025-02-01 00:00:00,22,20,2,0,25.3
ATT010323,EMP0861,2025-03-01 00:00:00,22,22,0,0,7.6
ATT010324,EMP0861,2025-04-01 00:00:00,21,17,0,4,0
ATT010325,EMP0861,2025-05-01 00:00:00,21,16,0,5,13.5
ATT010326,EMP0861,2025-06-01 00:00:00,21,19,2,0,1.1
ATT010327,EMP0861,2025-07-01 00:00:00,22,22,0,0,17.6
ATT010328,EMP0861,2025-08-01 00:00:00,22,19,0,3,14.7
ATT010329,EMP0861,2025-09-01 00:00:00,21,19,1,1,11.3
ATT010330,EMP0861,2025-10-01 00:00:00,20,15,1,4,0
ATT010331,EMP0861,2025-11-01 00:00:00,21,20,1,0,6.3
ATT010332,EMP0861,2025-12-01 00:00:00,22,20,1,1,2.9
ATT010333,EMP0862,2025-01-01 00:00:00,21,18,0,3,20.6
ATT010334,EMP0862,2025-02-01 00:00:00,21,18,1,2,2.7
ATT010335,EMP0862,2025-03-01 00:00:00,22,16,3,3,1
ATT010336,EMP0862,2025-04-01 00:00:00,21,19,0,2,2.9
ATT010337,EMP0862,2025-05-01 00:00:00,22,22,0,0,11.4
ATT010338,EMP0862,2025-06-01 00:00:00,22,18,1,3,6.9
ATT010339,EMP0862,2025-07-01 00:00:00,23,22,0,1,1.5
ATT010340,EMP0862,2025-08-01 00:00:00,21,18,0,3,8.7
ATT010341,EMP0862,2025-09-01 00:00:00,21,16,2,3,10.4
ATT010342,EMP0862,2025-10-01 00:00:00,22,20,1,1,6.3
ATT010343,EMP0862,2025-11-01 00:00:00,20,14,2,4,2.5
ATT010344,EMP0862,2025-12-01 00:00:00,21,21,0,0,9.1
ATT010345,EMP0863,2025-01-01 00:00:00,21,18,0,3,15.4
ATT010346,EMP0863,2025-02-01 00:00:00,22,19,0,3,11.1
ATT010347,EMP0863,2025-03-01 00:00:00,20,18,1,1,5.4
ATT010348,EMP0863,2025-04-01 00:00:00,21,21,0,0,22.6
ATT010349,EMP0863,2025-05-01 00:00:00,23,22,1,0,3.5
ATT010350,EMP0863,2025-06-01 00:00:00,21,19,0,2,10.1
ATT010351,EMP0863,2025-07-01 00:00:00,20,18,1,1,10.9
ATT010352,EMP0863,2025-08-01 00:00:00,22,22,0,0,4
ATT010353,EMP0863,2025-09-01 00:00:00,20,17,1,2,7.8
ATT010354,EMP0863,2025-10-01 00:00:00,20,15,0,5,5.8
ATT010355,EMP0863,2025-11-01 00:00:00,23,21,1,1,0
ATT010356,EMP0863,2025-12-01 00:00:00,22,22,0,0,8.3
ATT010357,EMP0864,2025-01-01 00:00:00,22,18,1,3,10.8
ATT010358,EMP0864,2025-02-01 00:00:00,21,19,1,1,6.8
ATT010359,EMP0864,2025-03-01 00:00:00,22,20,2,0,3.5
ATT010360,EMP0864,2025-04-01 00:00:00,22,21,0,1,6.1
ATT010361,EMP0864,2025-05-01 00:00:00,22,19,1,2,13
ATT010362,EMP0864,2025-06-01 00:00:00,22,21,1,0,19.7
ATT010363,EMP0864,2025-07-01 00:00:00,21,19,1,1,16.1
ATT010364,EMP0864,2025-08-01 00:00:00,22,21,0,1,7.7
ATT010365,EMP0864,2025-09-01 00:00:00,22,19,1,2,9.5
ATT010366,EMP0864,2025-10-01 00:00:00,22,19,1,2,2.5
ATT010367,EMP0864,2025-11-01 00:00:00,22,21,0,1,9.8
ATT010368,EMP0864,2025-12-01 00:00:00,22,22,0,0,23.1
ATT010369,EMP0865,2025-01-01 00:00:00,22,21,0,1,8.5
ATT010370,EMP0865,2025-02-01 00:00:00,22,20,1,1,3.8
ATT010371,EMP0865,2025-03-01 00:00:00,21,21,0,0,4.8
ATT010372,EMP0865,2025-04-01 00:00:00,21,18,2,1,0
ATT010373,EMP0865,2025-05-01 00:00:00,21,20,0,1,8.1
ATT010374,EMP0865,2025-06-01 00:00:00,23,18,2,3,11.6
ATT010375,EMP0865,2025-07-01 00:00:00,22,21,0,1,9.3
ATT010376,EMP0865,2025-08-01 00:00:00,21,18,0,3,16.3
ATT010377,EMP0865,2025-09-01 00:00:00,20,15,1,4,0.5
ATT010378,EMP0865,2025-10-01 00:00:00,21,19,1,1,15
ATT010379,EMP0865,2025-11-01 00:00:00,21,21,0,0,9.1
ATT010380,EMP0865,2025-12-01 00:00:00,20,14,1,5,8.2
ATT010381,EMP0866,2025-01-01 00:00:00,22,21,0,1,14.8
ATT010382,EMP0866,2025-02-01 00:00:00,22,19,2,1,8
ATT010383,EMP0866,2025-03-01 00:00:00,21,19,1,1,19.1
ATT010384,EMP0866,2025-04-01 00:00:00,21,16,1,4,1.6
ATT010385,EMP0866,2025-05-01 00:00:00,22,22,0,0,6
ATT010386,EMP0866,2025-06-01 00:00:00,22,17,1,4,6
ATT010387,EMP0866,2025-07-01 00:00:00,22,20,0,2,16.2
ATT010388,EMP0866,2025-08-01 00:00:00,22,21,1,0,12.1
ATT010389,EMP0866,2025-09-01 00:00:00,22,18,1,3,3.6
ATT010390,EMP0866,2025-10-01 00:00:00,22,20,0,2,0
ATT010391,EMP0866,2025-11-01 00:00:00,22,20,1,1,2
ATT010392,EMP0866,2025-12-01 00:00:00,23,20,2,1,3.3
ATT010393,EMP0867,2025-01-01 00:00:00,21,20,0,1,13.5
ATT010394,EMP0867,2025-02-01 00:00:00,22,21,1,0,6.5
ATT010395,EMP0867,2025-03-01 00:00:00,20,18,0,2,9.3
ATT010396,EMP0867,2025-04-01 00:00:00,23,17,2,4,9
ATT010397,EMP0867,2025-05-01 00:00:00,20,16,1,3,10.4
ATT010398,EMP0867,2025-06-01 00:00:00,22,20,1,1,4.3
ATT010399,EMP0867,2025-07-01 00:00:00,22,21,0,1,14.5
ATT010400,EMP0867,2025-08-01 00:00:00,21,21,0,0,8.7
ATT010401,EMP0867,2025-09-01 00:00:00,22,17,1,4,0
ATT010402,EMP0867,2025-10-01 00:00:00,22,20,0,2,14.4
ATT010403,EMP0867,2025-11-01 00:00:00,21,21,0,0,20.2
ATT010404,EMP0867,2025-12-01 00:00:00,22,20,1,1,14.4
ATT010405,EMP0868,2025-01-01 00:00:00,22,20,1,1,7.1
ATT010406,EMP0868,2025-02-01 00:00:00,21,18,1,2,8.7
ATT010407,EMP0868,2025-03-01 00:00:00,21,19,1,1,11.6
ATT010408,EMP0868,2025-04-01 00:00:00,22,20,0,2,13.3
ATT010409,EMP0868,2025-05-01 00:00:00,22,16,2,4,6.3
ATT010410,EMP0868,2025-06-01 00:00:00,22,22,0,0,6.1
ATT010411,EMP0868,2025-07-01 00:00:00,23,21,0,2,0
ATT010412,EMP0868,2025-08-01 00:00:00,22,20,1,1,11.9
ATT010413,EMP0868,2025-09-01 00:00:00,23,22,0,1,8.1
ATT010414,EMP0868,2025-10-01 00:00:00,22,20,2,0,6.1
ATT010415,EMP0868,2025-11-01 00:00:00,20,19,0,1,13.7
ATT010416,EMP0868,2025-12-01 00:00:00,22,21,1,0,20.3
ATT010417,EMP0869,2025-01-01 00:00:00,21,19,0,2,8.7
ATT010418,EMP0869,2025-02-01 00:00:00,23,20,1,2,9.9
ATT010419,EMP0869,2025-03-01 00:00:00,21,20,0,1,4.9
ATT010420,EMP0869,2025-04-01 00:00:00,22,18,1,3,12.4
ATT010421,EMP0869,2025-05-01 00:00:00,22,20,0,2,6.4
ATT010422,EMP0869,2025-06-01 00:00:00,21,17,1,3,12.7
ATT010423,EMP0869,2025-07-01 00:00:00,23,20,1,2,0.6
ATT010424,EMP0869,2025-08-01 00:00:00,22,19,0,3,3.7
ATT010425,EMP0869,2025-09-01 00:00:00,21,17,2,2,9.9
ATT010426,EMP0869,2025-10-01 00:00:00,22,18,0,4,6
ATT010427,EMP0869,2025-11-01 00:00:00,22,17,3,2,16.4
ATT010428,EMP0869,2025-12-01 00:00:00,23,22,0,1,12.8
ATT010429,EMP0870,2025-01-01 00:00:00,23,22,0,1,10.9
ATT010430,EMP0870,2025-02-01 00:00:00,22,21,1,0,3
ATT010431,EMP0870,2025-03-01 00:00:00,20,18,1,1,4
ATT010432,EMP0870,2025-04-01 00:00:00,21,19,2,0,8.4
ATT010433,EMP0870,2025-05-01 00:00:00,22,21,1,0,2.9
ATT010434,EMP0870,2025-06-01 00:00:00,22,20,1,1,0.8
ATT010435,EMP0870,2025-07-01 00:00:00,21,18,1,2,12.4
ATT010436,EMP0870,2025-08-01 00:00:00,22,21,1,0,7
ATT010437,EMP0870,2025-09-01 00:00:00,21,18,2,1,1.6
ATT010438,EMP0870,2025-10-01 00:00:00,22,17,2,3,18
ATT010439,EMP0870,2025-11-01 00:00:00,21,19,2,0,7.8
ATT010440,EMP0870,2025-12-01 00:00:00,22,22,0,0,0
ATT010441,EMP0871,2025-01-01 00:00:00,22,22,0,0,10.8
ATT010442,EMP0871,2025-02-01 00:00:00,21,19,0,2,6.9
ATT010443,EMP0871,2025-03-01 00:00:00,23,18,0,5,13.3
ATT010444,EMP0871,2025-04-01 00:00:00,22,20,1,1,0
ATT010445,EMP0871,2025-05-01 00:00:00,21,20,0,1,11
ATT010446,EMP0871,2025-06-01 00:00:00,21,19,1,1,10.4
ATT010447,EMP0871,2025-07-01 00:00:00,22,21,0,1,18.5
ATT010448,EMP0871,2025-08-01 00:00:00,21,20,0,1,8.2
ATT010449,EMP0871,2025-09-01 00:00:00,22,19,0,3,19.1
ATT010450,EMP0871,2025-10-01 00:00:00,22,21,0,1,14.7
ATT010451,EMP0871,2025-11-01 00:00:00,22,20,1,1,12.5
ATT010452,EMP0871,2025-12-01 00:00:00,21,19,1,1,3.8
ATT010453,EMP0872,2025-01-01 00:00:00,23,22,0,1,8.1
ATT010454,EMP0872,2025-02-01 00:00:00,20,17,1,2,10.7
ATT010455,EMP0872,2025-03-01 00:00:00,23,23,0,0,19.3
ATT010456,EMP0872,2025-04-01 00:00:00,20,17,2,1,7.3
ATT010457,EMP0872,2025-05-01 00:00:00,21,19,1,1,13.2
ATT010458,EMP0872,2025-06-01 00:00:00,22,22,0,0,4.4
ATT010459,EMP0872,2025-07-01 00:00:00,22,18,1,3,0
ATT010460,EMP0872,2025-08-01 00:00:00,22,19,0,3,5.5
ATT010461,EMP0872,2025-09-01 00:00:00,22,18,2,2,6.6
ATT010462,EMP0872,2025-10-01 00:00:00,20,17,0,3,14.5
ATT010463,EMP0872,2025-11-01 00:00:00,22,20,1,1,10.9
ATT010464,EMP0872,2025-12-01 00:00:00,20,17,1,2,22.7
ATT010465,EMP0873,2025-01-01 00:00:00,21,18,0,3,0.8
ATT010466,EMP0873,2025-02-01 00:00:00,23,18,2,3,14.1
ATT010467,EMP0873,2025-03-01 00:00:00,23,18,2,3,1.3
ATT010468,EMP0873,2025-04-01 00:00:00,22,20,1,1,0
ATT010469,EMP0873,2025-05-01 00:00:00,21,17,1,3,12.3
ATT010470,EMP0873,2025-06-01 00:00:00,21,19,1,1,12.2
ATT010471,EMP0873,2025-07-01 00:00:00,22,21,1,0,7.7
ATT010472,EMP0873,2025-08-01 00:00:00,22,20,0,2,8.4
ATT010473,EMP0873,2025-09-01 00:00:00,22,19,1,2,22.7
ATT010474,EMP0873,2025-10-01 00:00:00,22,22,0,0,23.8
ATT010475,EMP0873,2025-11-01 00:00:00,23,22,0,1,12.6
ATT010476,EMP0873,2025-12-01 00:00:00,21,18,0,3,5.2
ATT010477,EMP0874,2025-01-01 00:00:00,22,19,1,2,6.9
ATT010478,EMP0874,2025-02-01 00:00:00,22,20,1,1,7.2
ATT010479,EMP0874,2025-03-01 00:00:00,21,17,0,4,7.6
ATT010480,EMP0874,2025-04-01 00:00:00,21,19,2,0,21.1
ATT010481,EMP0874,2025-05-01 00:00:00,22,17,1,4,6.3
ATT010482,EMP0874,2025-06-01 00:00:00,22,21,1,0,7.8
ATT010483,EMP0874,2025-07-01 00:00:00,22,19,1,2,2
ATT010484,EMP0874,2025-08-01 00:00:00,22,22,0,0,0
ATT010485,EMP0874,2025-09-01 00:00:00,21,20,1,0,10.5
ATT010486,EMP0874,2025-10-01 00:00:00,22,18,3,1,2.9
ATT010487,EMP0874,2025-11-01 00:00:00,22,17,2,3,10.2
ATT010488,EMP0874,2025-12-01 00:00:00,22,17,2,3,2
ATT010489,EMP0875,2025-01-01 00:00:00,21,18,0,3,0
ATT010490,EMP0875,2025-02-01 00:00:00,21,18,1,2,4.9
ATT010491,EMP0875,2025-03-01 00:00:00,21,20,1,0,7.4
ATT010492,EMP0875,2025-04-01 00:00:00,21,20,0,1,8.2
ATT010493,EMP0875,2025-05-01 00:00:00,22,21,0,1,13.3
ATT010494,EMP0875,2025-06-01 00:00:00,22,22,0,0,6.2
ATT010495,EMP0875,2025-07-01 00:00:00,22,21,0,1,9.8
ATT010496,EMP0875,2025-08-01 00:00:00,22,21,0,1,4
ATT010497,EMP0875,2025-09-01 00:00:00,23,19,1,3,4.3
ATT010498,EMP0875,2025-10-01 00:00:00,22,21,1,0,4.4
ATT010499,EMP0875,2025-11-01 00:00:00,22,18,1,3,2.9
ATT010500,EMP0875,2025-12-01 00:00:00,21,20,0,1,6.8
ATT010501,EMP0876,2025-01-01 00:00:00,22,22,0,0,9.4
ATT010502,EMP0876,2025-02-01 00:00:00,21,18,2,1,16.9
ATT010503,EMP0876,2025-03-01 00:00:00,22,19,1,2,9.3
ATT010504,EMP0876,2025-04-01 00:00:00,21,18,1,2,6.8
ATT010505,EMP0876,2025-05-01 00:00:00,22,21,1,0,16.5
ATT010506,EMP0876,2025-06-01 00:00:00,22,20,0,2,12
ATT010507,EMP0876,2025-07-01 00:00:00,21,17,1,3,14.4
ATT010508,EMP0876,2025-08-01 00:00:00,22,20,1,1,2.8
ATT010509,EMP0876,2025-09-01 00:00:00,22,20,0,2,4.7
ATT010510,EMP0876,2025-10-01 00:00:00,21,21,0,0,7
ATT010511,EMP0876,2025-11-01 00:00:00,21,19,1,1,8.7
ATT010512,EMP0876,2025-12-01 00:00:00,23,21,2,0,12
ATT010513,EMP0877,2025-01-01 00:00:00,21,20,1,0,10.7
ATT010514,EMP0877,2025-02-01 00:00:00,22,19,2,1,7.7
ATT010515,EMP0877,2025-03-01 00:00:00,21,19,0,2,11.6
ATT010516,EMP0877,2025-04-01 00:00:00,21,19,0,2,5.9
ATT010517,EMP0877,2025-05-01 00:00:00,23,21,0,2,0
ATT010518,EMP0877,2025-06-01 00:00:00,20,19,1,0,2.1
ATT010519,EMP0877,2025-07-01 00:00:00,21,20,0,1,3.7
ATT010520,EMP0877,2025-08-01 00:00:00,22,16,2,4,0
ATT010521,EMP0877,2025-09-01 00:00:00,23,18,2,3,2.8
ATT010522,EMP0877,2025-10-01 00:00:00,23,20,0,3,11.3
ATT010523,EMP0877,2025-11-01 00:00:00,22,18,2,2,4.3
ATT010524,EMP0877,2025-12-01 00:00:00,22,18,3,1,6.1
ATT010525,EMP0878,2025-01-01 00:00:00,21,20,1,0,4.7
ATT010526,EMP0878,2025-02-01 00:00:00,22,21,1,0,9.3
ATT010527,EMP0878,2025-03-01 00:00:00,22,21,0,1,8.8
ATT010528,EMP0878,2025-04-01 00:00:00,21,18,1,2,8.4
ATT010529,EMP0878,2025-05-01 00:00:00,22,19,1,2,5.8
ATT010530,EMP0878,2025-06-01 00:00:00,21,18,1,2,7.9
ATT010531,EMP0878,2025-07-01 00:00:00,23,20,3,0,1
ATT010532,EMP0878,2025-08-01 00:00:00,21,18,3,0,2.4
ATT010533,EMP0878,2025-09-01 00:00:00,21,18,1,2,9.2
ATT010534,EMP0878,2025-10-01 00:00:00,22,17,2,3,12
ATT010535,EMP0878,2025-11-01 00:00:00,22,22,0,0,6.9
ATT010536,EMP0878,2025-12-01 00:00:00,22,20,1,1,9
ATT010537,EMP0879,2025-01-01 00:00:00,22,21,1,0,7.4
ATT010538,EMP0879,2025-02-01 00:00:00,20,20,0,0,13.7
ATT010539,EMP0879,2025-03-01 00:00:00,22,19,1,2,17.3
ATT010540,EMP0879,2025-04-01 00:00:00,22,21,0,1,10.6
ATT010541,EMP0879,2025-05-01 00:00:00,22,18,0,4,6
ATT010542,EMP0879,2025-06-01 00:00:00,23,22,0,1,16.3
ATT010543,EMP0879,2025-07-01 00:00:00,22,18,1,3,11.2
ATT010544,EMP0879,2025-08-01 00:00:00,21,20,1,0,6.9
ATT010545,EMP0879,2025-09-01 00:00:00,22,22,0,0,25.3
ATT010546,EMP0879,2025-10-01 00:00:00,22,19,0,3,14
ATT010547,EMP0879,2025-11-01 00:00:00,23,20,3,0,16.5
